strain	virus	date	region	country	gisaid_epi_isl
hCoV-19/DominicanRepublic/Yale-5408/2021	ncov	2021-02-03	Caribbean	Dominican Republic	EPI_ISL_2501718
hCoV-19/DominicanRepublic/Yale-5402/2021	ncov	2021-01-13	Caribbean	Dominican Republic	EPI_ISL_2501717
hCoV-19/DominicanRepublic/Yale-5391/2021	ncov	2021-01-15	Caribbean	Dominican Republic	EPI_ISL_2501715
hCoV-19/Suriname/SR-150/2021	ncov	2021-03-30	South America	Suriname	EPI_ISL_2502569
hCoV-19/Finland/THL-202108702/2021	ncov	2021-02-25	Europe	Finland	EPI_ISL_2505840
hCoV-19/Ghana/NMIMR-TRA-21-12880/2021	ncov	2021-03-08	Africa	Ghana	EPI_ISL_2508373
hCoV-19/Argentina/PAIS-H0145/2021	ncov	2021-02-18	South America	Argentina	EPI_ISL_3478889
hCoV-19/Canada/BC-BCCDC-26591/2021	ncov	2021-02-16	North America	Canada	EPI_ISL_2523297
hCoV-19/Canada/BC-BCCDC-27214/2021	ncov	2021-02-17	North America	Canada	EPI_ISL_2523772
hCoV-19/Peru/LIM-UPCH-1956/2020	ncov	2020-09-01	South America	Peru	EPI_ISL_8889784
hCoV-19/Canada/BC-BCCDC-39068/2021	ncov	2021-03-06	North America	Canada	EPI_ISL_2524804
hCoV-19/Canada/BC-BCCDC-54089/2021	ncov	2021-03-22	North America	Canada	EPI_ISL_2529715
hCoV-19/Canada/BC-BCCDC-50039/2021	ncov	2021-03-20	North America	Canada	EPI_ISL_2528331
hCoV-19/PuertoRico/PR-03162021PRI385/2021	ncov	2021-03-16	Caribbean	Puerto Rico	EPI_ISL_2534197
hCoV-19/Somalia/NAMRU3-Mog-24/2021	ncov	2021-02-28	Africa	Somalia	EPI_ISL_2533883
hCoV-19/Djibouti/NAMRU3-D442/2021	ncov	2021-03-06	Africa	Djibouti	EPI_ISL_2533847
hCoV-19/USA/CA-CDC-FG-006564/2021	ncov	2021-03-02	North America	USA	EPI_ISL_5853942
hCoV-19/SouthAfrica/NHLS-UCT-GS-7540/2020	ncov	2020-12-10	Africa	South Africa	EPI_ISL_2547381
hCoV-19/Senegal/173014/2021	ncov	2021-02-10	Africa	Senegal	EPI_ISL_8527908
hCoV-19/Senegal/148466/2021	ncov	2021-01-10	Africa	Senegal	EPI_ISL_8527655
hCoV-19/India/MH-IGIB-NIV-INSACOG-GSEQ-2218/2021	ncov	2021-03-30	Asia	India	EPI_ISL_2546450
hCoV-19/Nicaragua/MAN-43097/2020	ncov	2020-12-30	North America	Nicaragua	EPI_ISL_9159907
hCoV-19/Brazil/un-UFLA-684/2020	ncov	2020-12-17	South America	Brazil	EPI_ISL_2698098
hCoV-19/Nigeria/BCVL-22355/2021	ncov	2021-02-02	Africa	Nigeria	EPI_ISL_4026382
hCoV-19/DominicanRepublic/21877-1P/2021	ncov	2021-03-01	Caribbean	Dominican Republic	EPI_ISL_2557422
hCoV-19/DominicanRepublic/21878-2P/2021	ncov	2021-03-27	Caribbean	Dominican Republic	EPI_ISL_2557423
hCoV-19/DominicanRepublic/21892-2P/2021	ncov	2021-03-11	Caribbean	Dominican Republic	EPI_ISL_2557424
hCoV-19/Brazil/RJ-FIOCRUZ-19031/2020	ncov	2020-10-13	South America	Brazil	EPI_ISL_2557394
hCoV-19/Nigeria/BCVL-23453/2021	ncov	2021-02-09	Africa	Nigeria	EPI_ISL_4026465
hCoV-19/Egypt/CCHE57357_Wave_3_A039/2021	ncov	2021-03-07	Africa	Egypt	EPI_ISL_2566492
hCoV-19/Nigeria/BCVL-3681/2020	ncov	2020-07-17	Africa	Nigeria	EPI_ISL_4026311
hCoV-19/USA/GA-CDC-3974814-001/2021	ncov	2021-01-23	North America	USA	EPI_ISL_2603259
hCoV-19/USA/NE-CDC-ASC210025795/2021	ncov	2021-03-29	North America	USA	EPI_ISL_2600141
hCoV-19/Malawi/CERI-KRISPK015748/2021	ncov	2021-01-25	Africa	Malawi	EPI_ISL_2609568
hCoV-19/Malawi/CERI-KRISPK015815/2021	ncov	2021-02-27	Africa	Malawi	EPI_ISL_2609604
hCoV-19/Brazil/AC-MB-05139/2021	ncov	2021-01-23	South America	Brazil	EPI_ISL_2612361
hCoV-19/Brazil/SP-2740/2021	ncov	2021-03-22	South America	Brazil	EPI_ISL_2614549
hCoV-19/Brazil/SP-2739/2021	ncov	2021-03-20	South America	Brazil	EPI_ISL_2614548
hCoV-19/Brazil/RJ-FIOCRUZ-13894/2021	ncov	2021-03-08	South America	Brazil	EPI_ISL_2614362
hCoV-19/Brazil/RJ-FIOCRUZ-8494/2021	ncov	2021-03-01	South America	Brazil	EPI_ISL_2614301
hCoV-19/Brazil/RJ-FIOCRUZ-11574/2021	ncov	2021-03-12	South America	Brazil	EPI_ISL_2614325
hCoV-19/Brazil/RJ-FIOCRUZ-11393/2021	ncov	2021-03-12	South America	Brazil	EPI_ISL_2614324
hCoV-19/Brazil/RJ-FIOCRUZ-4317/2021	ncov	2021-02-01	South America	Brazil	EPI_ISL_2614195
hCoV-19/SouthAfrica/NHLS-UCT-GS-3544/2020	ncov	2020-10-10	Africa	South Africa	EPI_ISL_2621094
hCoV-19/PuertoRico/PR-CDC-S373/2020	ncov	2020-10-31	Caribbean	Puerto Rico	EPI_ISL_2426912
hCoV-19/Brazil/RS-FIOCRUZ-22227/2021	ncov	2021-03-18	South America	Brazil	EPI_ISL_2443672
hCoV-19/Brazil/RJ-LVM35643/2021	ncov	2021-03-15	South America	Brazil	EPI_ISL_2629760
hCoV-19/Brazil/RS-LMM61923/2021	ncov	2021-03-10	South America	Brazil	EPI_ISL_4051949
hCoV-19/USA/NY-PRL-2021_0614_52I06/2020	ncov	2020-12-28	North America	USA	EPI_ISL_2634578
hCoV-19/Brazil/PA-FIOCRUZ-14602/2021	ncov	2021-03-06	South America	Brazil	EPI_ISL_2645890
hCoV-19/PuertoRico/PR-03292021PRI470/2021	ncov	2021-03-29	Caribbean	Puerto Rico	EPI_ISL_2534199
hCoV-19/Brazil/PA-FIOCRUZ-4069/2021	ncov	2021-01-11	South America	Brazil	EPI_ISL_2645859
hCoV-19/Nicaragua/MAN-11855_01/2020	ncov	2020-11-23	North America	Nicaragua	EPI_ISL_9159721
hCoV-19/USA/AZ-ASPHL-2015/2020	ncov	2020-07-08	North America	USA	EPI_ISL_2650102
hCoV-19/PuertoRico/PR-CDC-ASC210025778/2021	ncov	2021-03-29	Caribbean	Puerto Rico	EPI_ISL_2649908
hCoV-19/CostaRica/INC-0548/2021	ncov	2021-03-31	North America	Costa Rica	EPI_ISL_2657683
hCoV-19/Canada/BC-BCCDC-75369/2021	ncov	2021-03-29	North America	Canada	EPI_ISL_2655669
hCoV-19/Brazil/SE-FIOCRUZ-17937/2021	ncov	2021-02-25	South America	Brazil	EPI_ISL_2660660
hCoV-19/Brazil/MG-FIOCRUZ-4164/2021	ncov	2021-02-15	South America	Brazil	EPI_ISL_2660508
hCoV-19/Brazil/SC-FIOCRUZ-33474/2020	ncov	2020-12-29	South America	Brazil	EPI_ISL_2677264
hCoV-19/Brazil/SC-FIOCRUZ-10846/2021	ncov	2021-02-24	South America	Brazil	EPI_ISL_2677086
hCoV-19/Brazil/SC-FIOCRUZ-15632/2021	ncov	2021-03-15	South America	Brazil	EPI_ISL_2677167
hCoV-19/Brazil/SC-FIOCRUZ-9706/2021	ncov	2021-02-08	South America	Brazil	EPI_ISL_2677134
hCoV-19/Zambia/RC-049/2020	ncov	2020-12-30	Africa	Zambia	EPI_ISL_2678290
hCoV-19/HongKong/HKPU-09191/2021	ncov	2021-01-09	Asia	Hong Kong	EPI_ISL_2713115
hCoV-19/Canada/BC-BCCDC-79183/2021	ncov	2021-03-25	North America	Canada	EPI_ISL_2721099
hCoV-19/Brazil/RJ-FIOCRUZ-11485/2020	ncov	2020-08-04	South America	Brazil	EPI_ISL_2731480
hCoV-19/SouthAfrica/UP-K012877-KRISP/2021	ncov	2021-02-11	Africa	South Africa	EPI_ISL_2727272
hCoV-19/Brazil/SE-FIOCRUZ-13507/2020	ncov	2020-07-27	South America	Brazil	EPI_ISL_2731679
hCoV-19/Brazil/PR-IPEC-037/2020	ncov	2020-10-30	South America	Brazil	EPI_ISL_2758660
hCoV-19/Japan/PG-51982/2021	ncov	2021-03-24	Asia	Japan	EPI_ISL_2764953
hCoV-19/Brazil/AM-FIOCRUZ-21895596EOR/2021	ncov	2021-03-24	South America	Brazil	EPI_ISL_2777794
hCoV-19/Brazil/AM-FIOCRUZ-21894586RMV/2021	ncov	2021-03-05	South America	Brazil	EPI_ISL_2777744
hCoV-19/Brazil/AM-FIOCRUZ-21892958AMS/2021	ncov	2021-02-12	South America	Brazil	EPI_ISL_2777705
hCoV-19/Kenya/KGB-TK-102/2020	ncov	2020-07-07	Africa	Kenya	EPI_ISL_2779471
hCoV-19/DominicanRepublic/Yale-5454/2021	ncov	2021-03-05	Caribbean	Dominican Republic	EPI_ISL_2776167
hCoV-19/DominicanRepublic/Yale-5451/2021	ncov	2021-03-30	Caribbean	Dominican Republic	EPI_ISL_2776164
hCoV-19/Brazil/AM-FIOCRUZ-21841355MSB/2021	ncov	2021-03-19	South America	Brazil	EPI_ISL_2777490
hCoV-19/DominicanRepublic/Yale-5507/2021	ncov	2021-01-14	Caribbean	Dominican Republic	EPI_ISL_2776189
hCoV-19/DominicanRepublic/Yale-5504/2021	ncov	2021-01-14	Caribbean	Dominican Republic	EPI_ISL_2776186
hCoV-19/DominicanRepublic/Yale-5506/2021	ncov	2021-01-14	Caribbean	Dominican Republic	EPI_ISL_2776188
hCoV-19/DominicanRepublic/Yale-5502/2021	ncov	2021-01-14	Caribbean	Dominican Republic	EPI_ISL_2776184
hCoV-19/DominicanRepublic/Yale-5499/2021	ncov	2021-01-14	Caribbean	Dominican Republic	EPI_ISL_2776183
hCoV-19/Brazil/AM-FIOCRUZ-21840692EFC/2021	ncov	2021-01-26	South America	Brazil	EPI_ISL_2777479
hCoV-19/Kenya/AFI-ISB-231/2021	ncov	2021-03-17	Africa	Kenya	EPI_ISL_2779322
hCoV-19/Brazil/AM-FIOCRUZ-21141606RES/2021	ncov	2021-01-19	South America	Brazil	EPI_ISL_2778000
hCoV-19/Brazil/AM-FIOCRUZ-21890565MIA/2021	ncov	2021-03-02	South America	Brazil	EPI_ISL_2777544
hCoV-19/DominicanRepublic/Yale-5510/2021	ncov	2021-01-14	Caribbean	Dominican Republic	EPI_ISL_2776191
hCoV-19/DominicanRepublic/Yale-5508/2021	ncov	2021-01-14	Caribbean	Dominican Republic	EPI_ISL_2776190
hCoV-19/DominicanRepublic/Yale-5534/2021	ncov	2021-01-26	Caribbean	Dominican Republic	EPI_ISL_2776199
hCoV-19/DominicanRepublic/Yale-5519/2021	ncov	2021-01-26	Caribbean	Dominican Republic	EPI_ISL_2776193
hCoV-19/DominicanRepublic/Yale-5525/2021	ncov	2021-01-26	Caribbean	Dominican Republic	EPI_ISL_2776195
hCoV-19/DominicanRepublic/Yale-5524/2021	ncov	2021-01-26	Caribbean	Dominican Republic	EPI_ISL_2776194
hCoV-19/Brazil/AM-FIOCRUZ-21893197MAS/2021	ncov	2021-03-23	South America	Brazil	EPI_ISL_2777272
hCoV-19/USA/NV-NSPHL-NV2024154/2021	ncov	2021-03-07	North America	USA	EPI_ISL_5530903
hCoV-19/Brazil/AM-FIOCRUZ-21890113AMS/2021	ncov	2021-02-03	South America	Brazil	EPI_ISL_2777988
hCoV-19/USA/PA-VSP2887/2021	ncov	2021-02-05	North America	USA	EPI_ISL_2597645
hCoV-19/Brazil/RJ-FIOCRUZ-32593/2020	ncov	2020-12-28	South America	Brazil	EPI_ISL_2603486
hCoV-19/Sweden/15243407P/2021	ncov	2021-03-15	Europe	Sweden	EPI_ISL_2794583
hCoV-19/Brazil/RJ-FIOCRUZ-18569/2020	ncov	2020-10-08	South America	Brazil	EPI_ISL_2603500
hCoV-19/Kenya/K96283/2020	ncov	2020-11-11	Africa	Kenya	EPI_ISL_2602792
hCoV-19/USA/CA-CDPH-2000034218/2021	ncov	2021-01-26	North America	USA	EPI_ISL_2797042
hCoV-19/Zambia/ZMB-88668/2021	ncov	2021-01-24	Africa	Zambia	EPI_ISL_2803586
hCoV-19/Zambia/ZMB-43795/2020	ncov	2020-08-16	Africa	Zambia	EPI_ISL_2803491
hCoV-19/SouthAfrica/NHLS-UCT-GS-7571/2020	ncov	2020-12-07	Africa	South Africa	EPI_ISL_2802145
hCoV-19/Canada/QC-L00343642001/2021	ncov	2021-03-25	North America	Canada	EPI_ISL_5887776
hCoV-19/Angola/CERI-KRISPK013360/2021	ncov	2021-03-17	Africa	Angola	EPI_ISL_2609509
hCoV-19/USA/CA-CDPH-2000036161/2021	ncov	2021-02-02	North America	USA	EPI_ISL_2798079
hCoV-19/Brazil/PE-FIOCRUZ-IAM1582/2021	ncov	2021-01-08	South America	Brazil	EPI_ISL_2821262
hCoV-19/Brazil/PE-FIOCRUZ-IAM1830/2020	ncov	2020-08-19	South America	Brazil	EPI_ISL_2821322
hCoV-19/Brazil/RJ-FIOCRUZ-32403/2020	ncov	2020-12-11	South America	Brazil	EPI_ISL_2614107
hCoV-19/Brazil/RJ-FIOCRUZ-1268/2021	ncov	2021-01-11	South America	Brazil	EPI_ISL_2614162
hCoV-19/Australia/VIC18832/2020	ncov	2020-07-31	Oceania	Australia	EPI_ISL_2839572
hCoV-19/Brazil/SP-2868/2021	ncov	2021-02-22	South America	Brazil	EPI_ISL_2841607
hCoV-19/USA/CA-CDPH-3000018539/2021	ncov	2021-02-18	North America	USA	EPI_ISL_2855222
hCoV-19/Djibouti/NAMRU3_38/2021	ncov	2021-01-18	Africa	Djibouti	EPI_ISL_2858618
hCoV-19/Djibouti/NAMRU3_D126/2021	ncov	2021-03-02	Africa	Djibouti	EPI_ISL_2858650
hCoV-19/Djibouti/NAMRU3_C594/2021	ncov	2021-02-26	Africa	Djibouti	EPI_ISL_2858643
hCoV-19/Nicaragua/MAN-46502/2021	ncov	2021-01-15	North America	Nicaragua	EPI_ISL_9159924
hCoV-19/Philippines/PH-PGC-22712/2021	ncov	2021-03-29	Asia	Philippines	EPI_ISL_2859826
hCoV-19/Philippines/PH-PGC-20050/2021	ncov	2021-03-26	Asia	Philippines	EPI_ISL_2859853
hCoV-19/Philippines/PH-PGC-21773/2021	ncov	2021-03-28	Asia	Philippines	EPI_ISL_2860003
hCoV-19/HongKong/HKPU-04664/2020	ncov	2020-08-23	Asia	Hong Kong	EPI_ISL_2860776
hCoV-19/India/MH-IGIB-GSEQ_1597/2021	ncov	2021-03-20	Asia	India	EPI_ISL_2878966
hCoV-19/USA/CA-CDPH-3000010170/2021	ncov	2021-02-07	North America	USA	EPI_ISL_2882434
hCoV-19/Italy/LAZ-AMC-210315808-IMASRM/2021	ncov	2021-03-15	Europe	Italy	EPI_ISL_2884633
hCoV-19/USA/CA-CSMC340/2021	ncov	2021-01-11	North America	USA	EPI_ISL_7509067
hCoV-19/Japan/FK0803/2021	ncov	2021-01-27	Asia	Japan	EPI_ISL_2897273
hCoV-19/Gabon/15097/2021	ncov	2021-03-10	Africa	Gabon	EPI_ISL_8886230
hCoV-19/Gabon/18046/2021	ncov	2021-03-29	Africa	Gabon	EPI_ISL_8886243
hCoV-19/Brazil/SP-3565/2021	ncov	2021-03-23	South America	Brazil	EPI_ISL_2919235
hCoV-19/Brazil/BA-FIOCRUZ-33264/2020	ncov	2020-09-21	South America	Brazil	EPI_ISL_2491727
hCoV-19/Benin/251917/2021	ncov	2021-02-01	Africa	Benin	EPI_ISL_2932551
hCoV-19/Benin/250541/2021	ncov	2021-01-31	Africa	Benin	EPI_ISL_2932544
hCoV-19/Turkey/HSGM-E3291/2021	ncov	2021-03-09	Europe	Turkey	EPI_ISL_4101925
hCoV-19/Canada/QC-L00342608001/2021	ncov	2021-03-27	North America	Canada	EPI_ISL_5897719
hCoV-19/Brazil/MT-3466/2021	ncov	2021-03-29	South America	Brazil	EPI_ISL_2958890
hCoV-19/Peru/LIM-UPCH-1637/2020	ncov	2020-12-17	South America	Peru	EPI_ISL_8889677
hCoV-19/Brazil/ES-FIOCRUZ-6997/2021	ncov	2021-01-12	South America	Brazil	EPI_ISL_2645603
hCoV-19/Uruguay/RT42-UYMO/2020	ncov	2020-12-30	South America	Uruguay	EPI_ISL_2965561
hCoV-19/Morocco/HMIMV-279CCC/2020	ncov	2020-12-07	Africa	Morocco	EPI_ISL_2968068
hCoV-19/Brazil/PA-FIOCRUZ-9203/2021	ncov	2021-01-28	South America	Brazil	EPI_ISL_2645927
hCoV-19/Canada/QC-1nIOU-A6081337/2021	ncov	2021-02-08	North America	Canada	EPI_ISL_2976327
hCoV-19/Brazil/MA-FIOCRUZ-34263/2020	ncov	2020-12-28	South America	Brazil	EPI_ISL_2983475
hCoV-19/Bahamas/33388/2021	ncov	2021-03-23	Caribbean	The Bahamas	EPI_ISL_2982835
hCoV-19/Brazil/MA-FIOCRUZ-34233/2020	ncov	2020-12-11	South America	Brazil	EPI_ISL_2983244
hCoV-19/India/CT-ILSGS03481/2021	ncov	2021-03-31	Asia	India	EPI_ISL_3009645
hCoV-19/Peru/ANC-INS-1863/2021	ncov	2021-03-01	South America	Peru	EPI_ISL_3023584
hCoV-19/Indonesia/BA-EIJK-UNWAR-075/2021	ncov	2021-03-01	Asia	Indonesia	EPI_ISL_3030002
hCoV-19/Brazil/MG-FIOCRUZ-41/2021	ncov	2021-02-08	South America	Brazil	EPI_ISL_3031312
hCoV-19/CostaRica/INC-0764/2021	ncov	2021-03-29	North America	Costa Rica	EPI_ISL_3037798
hCoV-19/U.S.VirginIslands/VI-Yale-6068/2021	ncov	2021-03-22	Caribbean	U.S. Virgin Islands	EPI_ISL_3045961
hCoV-19/U.S.VirginIslands/VI-Yale-6067/2021	ncov	2021-03-30	Caribbean	U.S. Virgin Islands	EPI_ISL_3045960
hCoV-19/U.S.VirginIslands/VI-Yale-6065/2021	ncov	2021-03-29	Caribbean	U.S. Virgin Islands	EPI_ISL_3045958
hCoV-19/DominicanRepublic/21916-2P/2021	ncov	2021-03-16	Caribbean	Dominican Republic	EPI_ISL_3045369
hCoV-19/DominicanRepublic/21901-2P/2021	ncov	2021-03-15	Caribbean	Dominican Republic	EPI_ISL_3045368
hCoV-19/DominicanRepublic/21895-3P/2021	ncov	2021-03-12	Caribbean	Dominican Republic	EPI_ISL_3045367
hCoV-19/Brazil/PE-FIOCRUZ-IAM2186/2020	ncov	2020-10-14	South America	Brazil	EPI_ISL_3046194
hCoV-19/Brazil/PE-FIOCRUZ-IAM1797/2020	ncov	2020-08-03	South America	Brazil	EPI_ISL_3046164
hCoV-19/Ghana/NMIMR-NUP-21-6196/2021	ncov	2021-03-08	Africa	Ghana	EPI_ISL_8065528
hCoV-19/Brazil/RS-UFCSPA_LACEN-18761/2021	ncov	2021-02-24	South America	Brazil	EPI_ISL_3048776
hCoV-19/Brazil/RS-UFCSPA_LACEN-27494/2021	ncov	2021-03-15	South America	Brazil	EPI_ISL_3048783
hCoV-19/HongKong/CUHK-NC8676/2021	ncov	2021-01-12	Asia	Hong Kong	EPI_ISL_3066287
hCoV-19/Chile/RM-PUC_MVL_1092/2021	ncov	2021-01-20	South America	Chile	EPI_ISL_3067010
hCoV-19/Indonesia/JA-EIJK-RSRM-104/2021	ncov	2021-01-22	Asia	Indonesia	EPI_ISL_3070970
hCoV-19/Ethiopia/AHRI-003/2020	ncov	2020-11-10	Africa	Ethiopia	EPI_ISL_3071137
hCoV-19/England/OXON-FA20B6/2020	ncov	2020-11-07	Europe	United Kingdom	EPI_ISL_3078971
hCoV-19/USA/CA-CDPH-2000029623/2021	ncov	2021-01-20	North America	USA	EPI_ISL_3090407
hCoV-19/Brazil/RN-FIOCRUZ-IAM4690/2021	ncov	2021-03-25	South America	Brazil	EPI_ISL_5915190
hCoV-19/Brazil/CE-FIOCRUZ-00334/2021	ncov	2021-02-25	South America	Brazil	EPI_ISL_3102475
hCoV-19/Brazil/CE-FIOCRUZ-00345/2021	ncov	2021-03-11	South America	Brazil	EPI_ISL_3102486
hCoV-19/Guatemala/ASI2089/2021	ncov	2021-02-21	North America	Guatemala	EPI_ISL_5926971
hCoV-19/Guatemala/ASI2090/2021	ncov	2021-02-21	North America	Guatemala	EPI_ISL_5926975
hCoV-19/Guatemala/ASI2038/2021	ncov	2021-03-01	North America	Guatemala	EPI_ISL_5926967
hCoV-19/PuertoRico/PR-UPRRP-2354/2021	ncov	2021-03-31	Caribbean	Puerto Rico	EPI_ISL_3924835
hCoV-19/PuertoRico/PR-UPRRP-2387/2021	ncov	2021-03-31	Caribbean	Puerto Rico	EPI_ISL_3924829
hCoV-19/Guatemala/ASI2010/2021	ncov	2021-03-03	North America	Guatemala	EPI_ISL_5926986
hCoV-19/Guatemala/ASI2018/2021	ncov	2021-03-01	North America	Guatemala	EPI_ISL_5926963
hCoV-19/Guatemala/ASI2042/2021	ncov	2021-02-25	North America	Guatemala	EPI_ISL_5926946
hCoV-19/Guadeloupe/IPP02191/2021	ncov	2021-01-20	Caribbean	Guadeloupe	EPI_ISL_4211239
hCoV-19/Guadeloupe/IPP02195/2021	ncov	2021-01-19	Caribbean	Guadeloupe	EPI_ISL_4211241
hCoV-19/Guadeloupe/IPP02198/2021	ncov	2021-01-11	Caribbean	Guadeloupe	EPI_ISL_4211244
hCoV-19/Guadeloupe/IPP02199/2021	ncov	2021-01-11	Caribbean	Guadeloupe	EPI_ISL_4211245
hCoV-19/Guadeloupe/IPP02197/2021	ncov	2021-01-19	Caribbean	Guadeloupe	EPI_ISL_4211243
hCoV-19/Guadeloupe/IPP02205/2021	ncov	2021-01-12	Caribbean	Guadeloupe	EPI_ISL_4211251
hCoV-19/Guadeloupe/IPP02206/2021	ncov	2021-01-21	Caribbean	Guadeloupe	EPI_ISL_4211252
hCoV-19/SouthAfrica/NHLS-UCT-GS-7380/2020	ncov	2020-11-30	Africa	South Africa	EPI_ISL_3957790
hCoV-19/Liberia/LIB-0200/2021	ncov	2021-03-31	Africa	Liberia	EPI_ISL_4232124
hCoV-19/Kenya/ILRI_COVC23431/2021	ncov	2021-02-26	Africa	Kenya	EPI_ISL_4252212
hCoV-19/Kenya/ILRI_COVC24174/2021	ncov	2021-03-31	Africa	Kenya	EPI_ISL_4252244
hCoV-19/Brazil/SE-FIOCRUZ-10219/2021	ncov	2021-02-23	South America	Brazil	EPI_ISL_2660592
hCoV-19/Brazil/SE-FIOCRUZ-1859/2021	ncov	2021-01-08	South America	Brazil	EPI_ISL_2660665
hCoV-19/USA/CA-CDPH-2000008611/2020	ncov	2020-12-11	North America	USA	EPI_ISL_7857815
hCoV-19/Belize/CML-101/2021	ncov	2021-01-07	North America	Belize	EPI_ISL_4296405
hCoV-19/Belize/CML-99/2021	ncov	2021-03-07	North America	Belize	EPI_ISL_4296403
hCoV-19/Belize/CML-2/2021	ncov	2021-01-13	North America	Belize	EPI_ISL_4296311
hCoV-19/Belize/CML-1/2021	ncov	2021-01-14	North America	Belize	EPI_ISL_4296310
hCoV-19/Belize/CML-92/2021	ncov	2021-02-07	North America	Belize	EPI_ISL_4296396
hCoV-19/Belize/CML-35/2021	ncov	2021-02-01	North America	Belize	EPI_ISL_4296343
hCoV-19/Belize/CML-14/2021	ncov	2021-01-21	North America	Belize	EPI_ISL_4296322
hCoV-19/Madagascar/LA2M-72844/2021	ncov	2021-03-29	Africa	Madagascar	EPI_ISL_4297592
hCoV-19/Brazil/RS-FIOCRUZ-33194/2020	ncov	2020-12-12	South America	Brazil	EPI_ISL_2661803
hCoV-19/Nigeria/BCVL-22117/2021	ncov	2021-01-28	Africa	Nigeria	EPI_ISL_4026368
hCoV-19/Nigeria/BCVL-22120/2021	ncov	2021-01-28	Africa	Nigeria	EPI_ISL_4026370
hCoV-19/USA/CO-CDC-ASC210017056/2021	ncov	2021-03-23	North America	USA	EPI_ISL_4364459
hCoV-19/USA/TX-CDC-ASC210010573/2021	ncov	2021-03-17	North America	USA	EPI_ISL_4364350
hCoV-19/USA/IL-CDC-QDX23234199/2021	ncov	2021-03-23	North America	USA	EPI_ISL_4370739
hCoV-19/USA/OH-CDC-LC0031729/2021	ncov	2021-03-15	North America	USA	EPI_ISL_4380692
hCoV-19/USA/UT-UPHL-210415060233/2021	ncov	2021-01-24	North America	USA	EPI_ISL_2678072
hCoV-19/Philippines/PH-RITM-151/2021	ncov	2021-03-04	Asia	Philippines	EPI_ISL_4459323
hCoV-19/India/HP-NCDC-3909234/2021	ncov	2021-03-22	Asia	India	EPI_ISL_4474223
hCoV-19/India/MH-IGIB-Sample341/2021	ncov	2021-03-19	Asia	India	EPI_ISL_4128234
hCoV-19/Benin/253208/2021	ncov	2021-02-02	Africa	Benin	EPI_ISL_4567087
hCoV-19/Benin/254976/2021	ncov	2021-02-03	Africa	Benin	EPI_ISL_4567120
hCoV-19/Benin/254284/2021	ncov	2021-02-03	Africa	Benin	EPI_ISL_4567107
hCoV-19/U.S.VirginIslands/VI-Yale-10211/2020	ncov	2020-08-21	Caribbean	U.S. Virgin Islands	EPI_ISL_4577393
hCoV-19/Brazil/PR-FUNED-411655576/2021	ncov	2021-02-27	South America	Brazil	EPI_ISL_4600502
hCoV-19/Philippines/PH-PGC-09073/2021	ncov	2021-02-23	Asia	Philippines	EPI_ISL_4713435
hCoV-19/Sudan/N6744/2021	ncov	2021-03-28	Africa	Sudan	EPI_ISL_4739608
hCoV-19/Panama/GMI-PAM1226/2021	ncov	2021-03-26	North America	Panama	EPI_ISL_4744467
hCoV-19/Panama/GMI-PA728037/2021	ncov	2021-03-31	North America	Panama	EPI_ISL_4744468
hCoV-19/Panama/GMI-PA727826/2021	ncov	2021-03-30	North America	Panama	EPI_ISL_4744466
hCoV-19/Panama/GMI-PAM2169/2021	ncov	2021-03-30	North America	Panama	EPI_ISL_4744464
hCoV-19/Panama/GMI-PA712606/2021	ncov	2021-02-28	North America	Panama	EPI_ISL_4744489
hCoV-19/Panama/GMI-PAM0208/2021	ncov	2021-03-23	North America	Panama	EPI_ISL_4744486
hCoV-19/Panama/GMI-PA712604/2021	ncov	2021-02-28	North America	Panama	EPI_ISL_4744480
hCoV-19/Panama/GMI-PAM0477/2021	ncov	2021-03-23	North America	Panama	EPI_ISL_4744479
hCoV-19/Panama/GMI-PAM2395/2021	ncov	2021-03-30	North America	Panama	EPI_ISL_4744476
hCoV-19/Panama/GMI-PA724617/2021	ncov	2021-03-21	North America	Panama	EPI_ISL_4744477
hCoV-19/Panama/GMI-PAM1278/2021	ncov	2021-03-26	North America	Panama	EPI_ISL_4744499
hCoV-19/Panama/GMI-PA722099/2021	ncov	2021-03-16	North America	Panama	EPI_ISL_4744493
hCoV-19/Panama/GMI-PAM0660/2021	ncov	2021-03-24	North America	Panama	EPI_ISL_4744645
hCoV-19/Panama/GMI-PA714872/2021	ncov	2021-03-03	North America	Panama	EPI_ISL_4744643
hCoV-19/Panama/GMI-PA712469/2021	ncov	2021-02-28	North America	Panama	EPI_ISL_4744641
hCoV-19/Panama/GMI-PA726514/2021	ncov	2021-03-31	North America	Panama	EPI_ISL_4744652
hCoV-19/Panama/GMI-PA722856/2021	ncov	2021-03-17	North America	Panama	EPI_ISL_4744602
hCoV-19/Panama/GMI-PA722380/2021	ncov	2021-03-16	North America	Panama	EPI_ISL_4744600
hCoV-19/Panama/GMI-PAFE269631/2021	ncov	2021-03-26	North America	Panama	EPI_ISL_4744604
hCoV-19/Panama/GMI-PA720397/2021	ncov	2021-03-13	North America	Panama	EPI_ISL_4744508
hCoV-19/Panama/GMI-PA714713/2021	ncov	2021-03-03	North America	Panama	EPI_ISL_4744505
hCoV-19/Panama/GMI-PA722050/2021	ncov	2021-03-16	North America	Panama	EPI_ISL_4744525
