strain	virus	date	region	country
France/PAC-IHU-2680-N2/2021	ncov	2020-10-21	Europe	France
France/PAC-IHU-12515_Nova1/2020	ncov	2020-09-11	Europe	France
Gabon/W0748/2021	ncov	2021-01-27	Africa	Gabon
Germany/BE-RKI-I-023199/2021	ncov	2021-02-11	Europe	Germany
Germany/BE-RKI-I-026782/2021	ncov	2021-02-17	Europe	Germany
Germany/NW-RKI-I-019218/2021	ncov	2021-02-08	Europe	Germany
Germany/ST-MD644/2021	ncov	2021-02-05	Europe	Germany
Germany/BY-RKI-I-021003/2021	ncov	2021-02-11	Europe	Germany
Germany/TH-RKI-I-022581/2021	ncov	2021-02-17	Europe	Germany
Germany/BY-RKI-I-022804/2021	ncov	2021-02-16	Europe	Germany
Germany/RP-RKI-I-025585/2021	ncov	2021-02-17	Europe	Germany
Germany/ST-RKI-I-017492/2021	ncov	2021-02-10	Europe	Germany
Germany/BW-RKI-I-014068/2021	ncov	2021-01-26	Europe	Germany
Germany/BW-RKI-I-017169/2021	ncov	2021-01-30	Europe	Germany
Germany/NW-RKI-I-021454/2021	ncov	2021-02-15	Europe	Germany
Germany/BY-RKI-I-021410/2021	ncov	2021-02-12	Europe	Germany
Germany/BW-RKI-I-023039/2021	ncov	2021-02-25	Europe	Germany
Germany/BY-RKI-I-025629/2021	ncov	2021-02-18	Europe	Germany
Germany/SN-RKI-I-012375/2021	ncov	2021-01-26	Europe	Germany
Germany/NI-RKI-I-024733/2021	ncov	2021-02-01	Europe	Germany
Germany/SN-RKI-I-026024/2021	ncov	2021-02-18	Europe	Germany
Germany/BY-RKI-I-016077/2021	ncov	2021-02-04	Europe	Germany
Germany/SH-ChVir21457/2020	ncov	2020-12-16	Europe	Germany
Germany/NW-RKI-I-015107/2021	ncov	2021-02-04	Europe	Germany
Germany/ST-MD512/2021	ncov	2021-01-26	Europe	Germany
Germany/HE-Cento-32479386/2020	ncov	2020-08-12	Europe	Germany
Germany/SL-SU-10472479/2021	ncov	2021-01-09	Europe	Germany
Germany/BY-RKI-I-035350/2021	ncov	2021-02-21	Europe	Germany
Germany/SN-RKI-I-033411/2021	ncov	2021-03-01	Europe	Germany
Germany/NI-RKI-I-028360/2021	ncov	2021-02-23	Europe	Germany
Germany/NW-RKI-I-065828/2021	ncov	2021-03-31	Europe	Germany
Germany/HH-RKI-I-030186/2021	ncov	2021-02-25	Europe	Germany
Germany/BW-RKI-I-037269/2021	ncov	2021-03-08	Europe	Germany
Germany/HH-RKI-I-038312/2021	ncov	2021-03-05	Europe	Germany
Germany/BW-RKI-I-039623/2021	ncov	2021-03-08	Europe	Germany
Germany/SN-RKI-I-042664/2021	ncov	2021-03-04	Europe	Germany
Germany/NW-RKI-I-043924/2021	ncov	2021-03-03	Europe	Germany
Germany/BY-RKI-I-044324/2021	ncov	2021-03-11	Europe	Germany
Germany/NW-RKI-I-043834/2021	ncov	2021-03-06	Europe	Germany
Germany/BE-RKI-I-045782/2021	ncov	2021-03-11	Europe	Germany
Germany/NI-RKI-I-035717/2021	ncov	2021-03-03	Europe	Germany
Germany/RP-RKI-I-045321/2021	ncov	2021-03-11	Europe	Germany
Germany/BW-RKI-I-048730/2021	ncov	2021-03-14	Europe	Germany
Germany/ST-MD1554/2021	ncov	2021-03-17	Europe	Germany
Germany/BW-RKI-I-053626/2021	ncov	2021-03-18	Europe	Germany
Germany/TH-RKI-I-052843/2021	ncov	2021-03-19	Europe	Germany
Germany/RP-RKI-I-054116/2021	ncov	2021-03-18	Europe	Germany
Germany/un-RKI-I-062225/2021	ncov	2021-03-16	Europe	Germany
Germany/HE-RKI-I-067756/2021	ncov	2021-03-27	Europe	Germany
Germany/HE-RKI-I-067299/2021	ncov	2021-03-28	Europe	Germany
Germany/un-RKI-I-067914/2021	ncov	2021-03-18	Europe	Germany
Germany/SN-RKI-I-028354/2021	ncov	2021-02-19	Europe	Germany
Germany/NW-RKI-I-034280/2021	ncov	2021-03-01	Europe	Germany
Germany/BW-RKI-I-030271/2021	ncov	2021-02-22	Europe	Germany
Germany/TH-RKI-I-033955/2021	ncov	2021-03-03	Europe	Germany
Germany/un-RKI-I-033936/2021	ncov	2021-03-03	Europe	Germany
Germany/TH-RKI-I-039365/2021	ncov	2021-02-25	Europe	Germany
Germany/NW-RKI-I-038967/2021	ncov	2021-03-08	Europe	Germany
Germany/BW-RKI-I-040097/2021	ncov	2021-01-20	Europe	Germany
Germany/NI-IOV-7790542885/2021	ncov	2021-02-02	Europe	Germany
Germany/NW-HHU-2865/2021	ncov	2021-03-03	Europe	Germany
Germany/BW-RKI-I-056582/2021	ncov	2021-03-16	Europe	Germany
Germany/HH-HPI-p4749/2021	ncov	2021-03-01	Europe	Germany
Germany/un-RKI-I-065544/2021	ncov	2021-03-18	Europe	Germany
Germany/un-RKI-I-070859/2021	ncov	2021-03-31	Europe	Germany
Germany/RP-RKI-I-073305/2021	ncov	2021-03-22	Europe	Germany
Germany/BW-RKI-I-043373/2021	ncov	2021-03-12	Europe	Germany
Germany/TH-RKI-I-033318/2021	ncov	2021-02-25	Europe	Germany
Germany/un-RKI-I-066366/2021	ncov	2021-03-23	Europe	Germany
Germany/un-RKI-I-062605/2021	ncov	2021-03-27	Europe	Germany
Germany/HH-HPI-p4812/2021	ncov	2021-03-04	Europe	Germany
Germany/NW-RKI-I-072552/2021	ncov	2021-03-29	Europe	Germany
Germany/SL-SU-10473775/2021	ncov	2021-01-23	Europe	Germany
Germany/un-RKI-I-066221/2021	ncov	2021-03-17	Europe	Germany
Germany/BY-RKI-I-074326/2021	ncov	2021-02-24	Europe	Germany
Germany/SH-ChVir23290/2021	ncov	2021-01-22	Europe	Germany
Germany/SH-ChVir24825_52/2021	ncov	2021-02-22	Europe	Germany
Germany/BY-RKI-I-074726/2021	ncov	2021-03-19	Europe	Germany
Germany/BY-RKI-I-077497/2021	ncov	2021-03-31	Europe	Germany
Germany/NW-RKI-I-085949/2021	ncov	2021-03-26	Europe	Germany
Germany/NW-RKI-I-094339/2021	ncov	2021-03-29	Europe	Germany
Germany/NW-RKI-I-095658/2021	ncov	2021-03-29	Europe	Germany
Germany/NW-HHU-3513/2021	ncov	2021-03-14	Europe	Germany
Germany/BY-MVP-000003841/2021	ncov	2021-02-17	Europe	Germany
Ghana/NMIMR-NTRA-21-25429/2021	ncov	2021-02-09	Africa	Ghana
Greece/102902/2021	ncov	2021-01-21	Europe	Greece
Greece/83240/2020	ncov	2020-12-20	Europe	Greece
Greece/135667/2021	ncov	2021-02-24	Europe	Greece
Greece/82076/2020	ncov	2020-12-18	Europe	Greece
Greece/44912/2020	ncov	2020-11-26	Europe	Greece
Greece/EKAR_87840/2021	ncov	2021-03-31	Europe	Greece
Guadeloupe/IPP02967/2021	ncov	2021-01-29	North America	Guadeloupe
Guadeloupe/IPP02977/2021	ncov	2021-01-27	North America	Guadeloupe
Guadeloupe/IPP02966/2021	ncov	2021-01-29	North America	Guadeloupe
Guadeloupe/IPP02961/2021	ncov	2021-01-30	North America	Guadeloupe
Guadeloupe/IPP02970/2021	ncov	2021-01-28	North America	Guadeloupe
Guadeloupe/IPP02972/2021	ncov	2021-01-28	North America	Guadeloupe
Guadeloupe/IPP02962/2021	ncov	2021-01-30	North America	Guadeloupe
Guadeloupe/IPP02984/2021	ncov	2021-01-26	North America	Guadeloupe
Guadeloupe/IPP04223/2021	ncov	2021-02-16	North America	Guadeloupe
Guadeloupe/IPP02985/2021	ncov	2021-01-27	North America	Guadeloupe
Guadeloupe/IPP02980/2021	ncov	2021-01-27	North America	Guadeloupe
Guadeloupe/IPP02964/2021	ncov	2021-01-29	North America	Guadeloupe
Guadeloupe/IPP04221/2021	ncov	2021-02-16	North America	Guadeloupe
Guadeloupe/IPP02978/2021	ncov	2021-01-27	North America	Guadeloupe
Guadeloupe/IPP02958/2021	ncov	2021-02-01	North America	Guadeloupe
Guadeloupe/IPP02963/2021	ncov	2021-01-29	North America	Guadeloupe
Guadeloupe/IPP02965/2021	ncov	2021-01-29	North America	Guadeloupe
Guadeloupe/IPP02968/2021	ncov	2021-01-29	North America	Guadeloupe
Guadeloupe/IPP02969/2021	ncov	2021-01-28	North America	Guadeloupe
Guadeloupe/IPP02973/2021	ncov	2021-01-28	North America	Guadeloupe
Guadeloupe/IPP02974/2021	ncov	2021-01-28	North America	Guadeloupe
Guadeloupe/IPP02975/2021	ncov	2021-01-28	North America	Guadeloupe
Guadeloupe/IPP02979/2021	ncov	2021-01-27	North America	Guadeloupe
Guadeloupe/IPP02981/2021	ncov	2021-01-27	North America	Guadeloupe
Guadeloupe/IPP02982/2021	ncov	2021-01-27	North America	Guadeloupe
Guadeloupe/IPP02971/2021	ncov	2021-01-28	North America	Guadeloupe
Guadeloupe/IPP06227/2021	ncov	2021-03-12	North America	Guadeloupe
Guadeloupe/IPP06256/2021	ncov	2021-02-26	North America	Guadeloupe
Guadeloupe/IPP06257/2021	ncov	2021-02-26	North America	Guadeloupe
Guadeloupe/IPP06248/2021	ncov	2021-02-26	North America	Guadeloupe
Guadeloupe/IPP06249/2021	ncov	2021-02-26	North America	Guadeloupe
Guadeloupe/IPP06250/2021	ncov	2021-02-26	North America	Guadeloupe
Guadeloupe/IPP06230/2021	ncov	2021-03-01	North America	Guadeloupe
Guadeloupe/IPP06231/2021	ncov	2021-03-02	North America	Guadeloupe
Guadeloupe/IPP06232/2021	ncov	2021-03-02	North America	Guadeloupe
Guadeloupe/IPP06238/2021	ncov	2021-03-01	North America	Guadeloupe
Guadeloupe/IPP06244/2021	ncov	2021-03-02	North America	Guadeloupe
Guadeloupe/IPP06245/2021	ncov	2021-02-19	North America	Guadeloupe
Guadeloupe/IPP06247/2021	ncov	2021-02-26	North America	Guadeloupe
Guadeloupe/IPP06253/2021	ncov	2021-02-26	North America	Guadeloupe
Guadeloupe/IPP06255/2021	ncov	2021-02-26	North America	Guadeloupe
Guadeloupe/IPP06259/2021	ncov	2021-02-25	North America	Guadeloupe
Guadeloupe/IPP06261/2021	ncov	2021-02-24	North America	Guadeloupe
Guadeloupe/IPP06265/2021	ncov	2021-02-23	North America	Guadeloupe
Guadeloupe/IPP06266/2021	ncov	2021-02-23	North America	Guadeloupe
Guadeloupe/IPP06272/2021	ncov	2021-03-10	North America	Guadeloupe
Guadeloupe/IPP06224/2021	ncov	2021-03-09	North America	Guadeloupe
Guadeloupe/IPP06225/2021	ncov	2021-03-09	North America	Guadeloupe
Guadeloupe/IPP06226/2021	ncov	2021-03-09	North America	Guadeloupe
Guadeloupe/IPP04222/2021	ncov	2021-02-16	North America	Guadeloupe
Guadeloupe/IPP05357/2021	ncov	2021-03-02	North America	Guadeloupe
Guadeloupe/IPP06233/2021	ncov	2021-03-02	North America	Guadeloupe
Guadeloupe/IPP06228/2021	ncov	2021-03-10	North America	Guadeloupe
Guadeloupe/IPP06962/2021	ncov	2021-03-02	North America	Guadeloupe
Guadeloupe/IPP07809/2021	ncov	2021-03-16	North America	Guadeloupe
Guadeloupe/IPP07813/2021	ncov	2021-03-15	North America	Guadeloupe
Guadeloupe/IPP07817/2021	ncov	2021-03-15	North America	Guadeloupe
Guadeloupe/IPP05358/2021	ncov	2021-03-02	North America	Guadeloupe
Guadeloupe/IPP04491/2021	ncov	2021-02-23	North America	Guadeloupe
Guadeloupe/IPP06246/2021	ncov	2021-02-26	North America	Guadeloupe
Guadeloupe/IPP07810/2021	ncov	2021-03-16	North America	Guadeloupe
Guadeloupe/IPP07816/2021	ncov	2021-03-15	North America	Guadeloupe
Guadeloupe/IPP07818/2021	ncov	2021-03-15	North America	Guadeloupe
Guadeloupe/IPP07815/2021	ncov	2021-03-15	North America	Guadeloupe
Guadeloupe/IPP06229/2021	ncov	2021-03-10	North America	Guadeloupe
Guadeloupe/IPP09283/2021	ncov	2021-03-30	North America	Guadeloupe
Guadeloupe/IPP02196/2021	ncov	2021-01-19	North America	Guadeloupe
Guadeloupe/IPP02204/2021	ncov	2021-01-12	North America	Guadeloupe
Guadeloupe/IPP02197/2021	ncov	2021-01-19	North America	Guadeloupe
Guadeloupe/IPP02195/2021	ncov	2021-01-19	North America	Guadeloupe
Guadeloupe/IPP02187/2021	ncov	2021-01-20	North America	Guadeloupe
Guadeloupe/IPP02200/2021	ncov	2021-01-22	North America	Guadeloupe
Guadeloupe/IPP02201/2021	ncov	2021-01-25	North America	Guadeloupe
Guadeloupe/IPP02185/2021	ncov	2021-01-21	North America	Guadeloupe
Guadeloupe/IPP09282/2021	ncov	2021-03-30	North America	Guadeloupe
Guadeloupe/IPP02188/2021	ncov	2021-01-20	North America	Guadeloupe
Guadeloupe/IPP02189/2021	ncov	2021-01-20	North America	Guadeloupe
Guadeloupe/IPP02191/2021	ncov	2021-01-20	North America	Guadeloupe
Guadeloupe/IPP02182/2021	ncov	2021-01-22	North America	Guadeloupe
Guadeloupe/IPP02186/2021	ncov	2021-01-20	North America	Guadeloupe
Guadeloupe/IPP02190/2021	ncov	2021-01-20	North America	Guadeloupe
Guadeloupe/IPP02194/2021	ncov	2021-01-15	North America	Guadeloupe
Guadeloupe/IPP02198/2021	ncov	2021-01-11	North America	Guadeloupe
Guadeloupe/IPP02199/2021	ncov	2021-01-11	North America	Guadeloupe
Guadeloupe/IPP02205/2021	ncov	2021-01-12	North America	Guadeloupe
Guadeloupe/IPP02206/2021	ncov	2021-01-21	North America	Guadeloupe
Guadeloupe/IPP02183/2021	ncov	2021-01-22	North America	Guadeloupe
Guatemala/19524/2020	ncov	2020-07-10	North America	Guatemala
Guatemala/19525/2020	ncov	2020-07-14	North America	Guatemala
Guatemala/19526/2020	ncov	2020-07-14	North America	Guatemala
Guatemala/19527/2020	ncov	2020-07-20	North America	Guatemala
Guatemala/19528/2020	ncov	2020-07-21	North America	Guatemala
Guatemala/19529/2020	ncov	2020-07-23	North America	Guatemala
Guatemala/19530/2020	ncov	2020-07-27	North America	Guatemala
Guatemala/19531/2020	ncov	2020-07-29	North America	Guatemala
Guatemala/19533/2020	ncov	2020-07-27	North America	Guatemala
Guatemala/19534/2020	ncov	2020-08-03	North America	Guatemala
Guatemala/19536/2020	ncov	2020-08-07	North America	Guatemala
Guatemala/Cento-70022072/2020	ncov	2020-07-24	North America	Guatemala
Guatemala/19532/2020	ncov	2020-07-29	North America	Guatemala
Guatemala/19523/2020	ncov	2020-07-09	North America	Guatemala
Guatemala/33872/2020	ncov	2020-09-19	North America	Guatemala
Guatemala/33880/2020	ncov	2020-10-08	North America	Guatemala
Guatemala/33893/2020	ncov	2020-11-04	North America	Guatemala
Guatemala/33915/2020	ncov	2020-11-30	North America	Guatemala
Guatemala/13280/2021	ncov	2021-01-09	North America	Guatemala
Guatemala/13282/2021	ncov	2021-01-14	North America	Guatemala
Guatemala/33898/2020	ncov	2020-11-25	North America	Guatemala
Guatemala/ASI2024/2021	ncov	2021-03-02	North America	Guatemala
Guatemala/ASI2038/2021	ncov	2021-03-01	North America	Guatemala
Guatemala/ASI2089/2021	ncov	2021-02-21	North America	Guatemala
Guatemala/ASI2021/2021	ncov	2021-03-01	North America	Guatemala
Guatemala/ASI01052/2020	ncov	2020-07-01	North America	Guatemala
Guatemala/ASI2041/2021	ncov	2021-02-25	North America	Guatemala
Guatemala/ASI2044/2021	ncov	2021-02-25	North America	Guatemala
Guatemala/ASI02005/2021	ncov	2021-03-02	North America	Guatemala
Guatemala/ASI2090/2021	ncov	2021-02-21	North America	Guatemala
Guatemala/ASI02009/2021	ncov	2021-03-02	North America	Guatemala
Guatemala/17856/2021	ncov	2021-03-16	North America	Guatemala
Guatemala/ASI02012/2021	ncov	2021-03-03	North America	Guatemala
Guatemala/ASI02014/2021	ncov	2021-02-02	North America	Guatemala
Guatemala/ASI2094/2021	ncov	2021-02-21	North America	Guatemala
Guatemala/ASI2093/2021	ncov	2021-02-21	North America	Guatemala
Guatemala/ASI2091/2021	ncov	2021-02-21	North America	Guatemala
